mab_uid,mab_name,Protein_RefID,virus_id,virus_name,Family,Organism,Species,Epitope,pubmed_id,Target Protein,Target type,Target,Target name,Assay type,Assay,Quantitative measure,Unit,disease_id,disease_name
1198_MHRP-Z1015,MHRP-Z1015,"PDB: 6NIP, PDB: 6MTX",11053,DENV1,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",314.6,ng/ml,DOID:12205,DOID:12205
1199_MHRP-Z1015,MHRP-Z1015,"PDB: 6NIP, PDB: 6MTX",11060,DENV2,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",183.4,ng/ml,DOID:12205,DOID:12205
1200_MHRP-Z1015,MHRP-Z1015,"PDB: 6NIP, PDB: 6MTX",11069,DENV3,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",2322.9,ng/ml,DOID:12205,DOID:12205
1201_MHRP-Z1015,MHRP-Z1015,"PDB: 6NIP, PDB: 6MTX",11070,DENV4,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",68,ng/ml,DOID:12205,DOID:12205
1202_MHRP-Z1002,MHRP-Z1002,"PDB: 6NIP, PDB: 6MTX",64320,ZIKV,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",50000,ng/ml,Z-TBD,Z-TBD
1203_MHRP-Z1002,MHRP-Z1002,"PDB: 6NIP, PDB: 6MTX",11053,DENV1,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",187.7,ng/ml,DOID:12205,DOID:12205
1204_MHRP-Z1002,MHRP-Z1002,"PDB: 6NIP, PDB: 6MTX",11060,DENV2,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",270.3,ng/ml,DOID:12205,DOID:12205
1205_MHRP-Z1002,MHRP-Z1002,"PDB: 6NIP, PDB: 6MTX",11069,DENV3,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",1943.3,ng/ml,DOID:12205,DOID:12205
1206_MHRP-Z1002,MHRP-Z1002,"PDB: 6NIP, PDB: 6MTX",11070,DENV4,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",69.6,ng/ml,DOID:12205,DOID:12205
1207_MHRP-Z1074,MHRP-Z1074,"PDB: 6NIP, PDB: 6MTX",64320,ZIKV,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",50000,ng/ml,Z-TBD,Z-TBD
1208_MHRP-Z1074,MHRP-Z1074,"PDB: 6NIP, PDB: 6MTX",11053,DENV1,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",865.3,ng/ml,DOID:12205,DOID:12205
1209_MHRP-Z1074,MHRP-Z1074,"PDB: 6NIP, PDB: 6MTX",11060,DENV2,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",147.3,ng/ml,DOID:12205,DOID:12205
1210_MHRP-Z1074,MHRP-Z1074,"PDB: 6NIP, PDB: 6MTX",11069,DENV3,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",9833.7,ng/ml,DOID:12205,DOID:12205
1211_MHRP-Z1074,MHRP-Z1074,"PDB: 6NIP, PDB: 6MTX",11070,DENV4,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",71.8,ng/ml,DOID:12205,DOID:12205
1212_MHRP-Z1080,MHRP-Z1080,"PDB: 6NIP, PDB: 6MTX",64320,ZIKV,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",50000,ng/ml,Z-TBD,Z-TBD
1213_MHRP-Z1080,MHRP-Z1080,"PDB: 6NIP, PDB: 6MTX",11053,DENV1,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",104,ng/ml,DOID:12205,DOID:12205
1214_MHRP-Z1080,MHRP-Z1080,"PDB: 6NIP, PDB: 6MTX",11060,DENV2,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",199,ng/ml,DOID:12205,DOID:12205
1215_MHRP-Z1080,MHRP-Z1080,"PDB: 6NIP, PDB: 6MTX",11069,DENV3,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",1886.9,ng/ml,DOID:12205,DOID:12205
1216_MHRP-Z1080,MHRP-Z1080,"PDB: 6NIP, PDB: 6MTX",11070,DENV4,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",84.4,ng/ml,DOID:12205,DOID:12205
1217_MHRP-Z1041,MHRP-Z1041,"PDB: 6NIP, PDB: 6MTX",64320,ZIKV,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",50000,ng/ml,Z-TBD,Z-TBD
1218_MHRP-Z1041,MHRP-Z1041,"PDB: 6NIP, PDB: 6MTX",11053,DENV1,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",313.5,ng/ml,DOID:12205,DOID:12205
1219_MHRP-Z1041,MHRP-Z1041,"PDB: 6NIP, PDB: 6MTX",11060,DENV2,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",588.7,ng/ml,DOID:12205,DOID:12205
1220_MHRP-Z1041,MHRP-Z1041,"PDB: 6NIP, PDB: 6MTX",11069,DENV3,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",5256.2,ng/ml,DOID:12205,DOID:12205
1221_MHRP-Z1041,MHRP-Z1041,"PDB: 6NIP, PDB: 6MTX",11070,DENV4,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",155.3,ng/ml,DOID:12205,DOID:12205
1222_MHRP-Z1035,MHRP-Z1035,"PDB: 6NIP, PDB: 6MTX",64320,ZIKV,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",50000,ng/ml,Z-TBD,Z-TBD
1223_MHRP-Z1035,MHRP-Z1035,"PDB: 6NIP, PDB: 6MTX",11053,DENV1,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",847.4,ng/ml,DOID:12205,DOID:12205
1224_MHRP-Z1035,MHRP-Z1035,"PDB: 6NIP, PDB: 6MTX",11060,DENV2,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",547.4,ng/ml,DOID:12205,DOID:12205
1225_MHRP-Z1035,MHRP-Z1035,"PDB: 6NIP, PDB: 6MTX",11069,DENV3,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",10150.2,ng/ml,DOID:12205,DOID:12205
1226_MHRP-Z1035,MHRP-Z1035,"PDB: 6NIP, PDB: 6MTX",11070,DENV4,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",157.5,ng/ml,DOID:12205,DOID:12205
1227_MHRP-Z1117,MHRP-Z1117,"PDB: 6NIP, PDB: 6MTX",64320,ZIKV,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",50000,ng/ml,Z-TBD,Z-TBD
1228_MHRP-Z1117,MHRP-Z1117,"PDB: 6NIP, PDB: 6MTX",11053,DENV1,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",526.6,ng/ml,DOID:12205,DOID:12205
1229_MHRP-Z1117,MHRP-Z1117,"PDB: 6NIP, PDB: 6MTX",11060,DENV2,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",575.5,ng/ml,DOID:12205,DOID:12205
1230_MHRP-Z1117,MHRP-Z1117,"PDB: 6NIP, PDB: 6MTX",11069,DENV3,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",2900.1,ng/ml,DOID:12205,DOID:12205
1231_MHRP-Z1117,MHRP-Z1117,"PDB: 6NIP, PDB: 6MTX",11070,DENV4,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",245,ng/ml,DOID:12205,DOID:12205
1232_MHRP-Z1089,MHRP-Z1089,"PDB: 6NIP, PDB: 6MTX",64320,ZIKV,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",50000,ng/ml,Z-TBD,Z-TBD
1233_MHRP-Z1089,MHRP-Z1089,"PDB: 6NIP, PDB: 6MTX",11053,DENV1,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",228.8,ng/ml,DOID:12205,DOID:12205
1234_MHRP-Z1089,MHRP-Z1089,"PDB: 6NIP, PDB: 6MTX",11060,DENV2,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",542.1,ng/ml,DOID:12205,DOID:12205
1235_MHRP-Z1089,MHRP-Z1089,"PDB: 6NIP, PDB: 6MTX",11069,DENV3,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",1827.9,ng/ml,DOID:12205,DOID:12205
1236_MHRP-Z1089,MHRP-Z1089,"PDB: 6NIP, PDB: 6MTX",11070,DENV4,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",254.7,ng/ml,DOID:12205,DOID:12205
1237_MHRP-Z1110,MHRP-Z1110,"PDB: 6NIP, PDB: 6MTX",64320,ZIKV,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",50000,ng/ml,Z-TBD,Z-TBD
1238_MHRP-Z1110,MHRP-Z1110,"PDB: 6NIP, PDB: 6MTX",11053,DENV1,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",2048.3,ng/ml,DOID:12205,DOID:12205
1239_MHRP-Z1110,MHRP-Z1110,"PDB: 6NIP, PDB: 6MTX",11060,DENV2,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",326.8,ng/ml,DOID:12205,DOID:12205
1240_MHRP-Z1110,MHRP-Z1110,"PDB: 6NIP, PDB: 6MTX",11069,DENV3,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",2033,ng/ml,DOID:12205,DOID:12205
1241_MHRP-Z1110,MHRP-Z1110,"PDB: 6NIP, PDB: 6MTX",11070,DENV4,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",278.7,ng/ml,DOID:12205,DOID:12205
1242_MHRP-Z1038,MHRP-Z1038,"PDB: 6NIP, PDB: 6MTX",64320,ZIKV,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",50000,ng/ml,Z-TBD,Z-TBD
1243_MHRP-Z1038,MHRP-Z1038,"PDB: 6NIP, PDB: 6MTX",11053,DENV1,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",159.9,ng/ml,DOID:12205,DOID:12205
1244_MHRP-Z1038,MHRP-Z1038,"PDB: 6NIP, PDB: 6MTX",11060,DENV2,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",155.5,ng/ml,DOID:12205,DOID:12205
1245_MHRP-Z1038,MHRP-Z1038,"PDB: 6NIP, PDB: 6MTX",11069,DENV3,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",1829.5,ng/ml,DOID:12205,DOID:12205
1246_MHRP-Z1038,MHRP-Z1038,"PDB: 6NIP, PDB: 6MTX",11070,DENV4,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",310.8,ng/ml,DOID:12205,DOID:12205
1247_MZ1,MZ1,"PDB: 6NIP, PDB: 6MTX",11072,JEV,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography",50000,ng/ml,X-TBD,X-TBD
1248_MZ1,MZ1,"PDB: 6NIP, PDB: 6MTX",11089,YFV,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography",50000,ng/ml,X-TBD,X-TBD
1249_MZ1,MZ1,"PDB: 6NIP, PDB: 6MTX",11082,WNV,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,UniProt: Q9Q6P4 West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography",50000,ng/ml,W-TBD,W-TBD
1250_MZ1,MZ1,"PDB: 6NIP, PDB: 6MTX",64320,ZIKV,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",7.5,ng/ml,Z-TBD,Z-TBD
1251_MZ1,MZ1,"PDB: 6NIP, PDB: 6MTX",11053,DENV1,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",919.3,ng/ml,DOID:12205,DOID:12205
1252_MZ1,MZ1,"PDB: 6NIP, PDB: 6MTX",11060,DENV2,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",1.9,ng/ml,DOID:12205,DOID:12205
1253_MZ1,MZ1,"PDB: 6NIP, PDB: 6MTX",11069,DENV3,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",40,ng/ml,DOID:12205,DOID:12205
1254_MZ1,MZ1,"PDB: 6NIP, PDB: 6MTX",11070,DENV4,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",286.6,ng/ml,DOID:12205,DOID:12205
1255_MZ2,MZ2,,11082,WNV,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region, This antibody neutralizes ZIKV and DENV2 strains.",32015557,"Genome polyprotein, Envelope protein E",Protein,UniProt: Q9Q6P4 West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),"Genome polyprotein, Envelope protein E",Binding,"ELISA, X-ray crystallography",,ng/ml,W-TBD,W-TBD
1256_MZ20,MZ20,,11082,WNV,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DII domain, This antibody neutralizes ZIKV and DENV1-4 strains.",32015557,"Genome polyprotein, Envelope protein E",Protein,UniProt: Q9Q6P4 West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),"Genome polyprotein, Envelope protein E",Binding,"ELISA, X-ray crystallography",,ng/ml,W-TBD,W-TBD
1257_MZ24,MZ24,PDB: 6NIS,11082,WNV,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,UniProt: Q9Q6P4 West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",50000,ng/ml,W-TBD,W-TBD
1258_MZ24,MZ24,PDB: 6NIS,11072,JEV,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",50000,ng/ml,X-TBD,X-TBD
1259_MZ24,MZ24,PDB: 6NIS,11089,YFV,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",50000,ng/ml,X-TBD,X-TBD
1260_MZ24,MZ24,PDB: 6NIS,64320,ZIKV,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",22.6,ng/ml,Z-TBD,Z-TBD
1261_MZ24,MZ24,PDB: 6NIS,11053,DENV1,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",151.6,ng/ml,DOID:12205,DOID:12205
1262_MZ24,MZ24,PDB: 6NIS,11060,DENV2,Flavivirus,West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999)),WNV,"Envelope protein E, DI/DIII linker region",32015557,"Genome polyprotein, Envelope protein E",Protein,,"Genome polyprotein, Envelope protein E",Neutralization,"ELISA, X-ray crystallography (IC50)",1.3,ng/ml,DOID:12205,DOID:12205
